pokemon_id,Red,Blue,Yellow,Gold,Silver,Crystal,Ruby,Sapphire,Emerald,FireRed,LeafGreen,Diamond,Pearl,Platinum,HeartGold,SoulSilver,Black,White,Black 2,White 2,X,Y,Omega Ruby,Alpha Sapphire,Sun,Moon,Ultra Sun,Ultra Moon,Sword,Shield,Brilliant Diamond,Shining Pearl,Legends: Arceus
259,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Evolve Mudkip,Evolve Mudkip,Evolve Mudkip,Trade from Ruby/Sapphire/Emerald,Trade from Ruby/Sapphire/Emerald,Transfer from GBA via Pal Park,Transfer from GBA via Pal Park,None - Pal Park from 3rd Gen,Evolve Mudkip,Evolve Mudkip,None. PokéTransfer or Dream World,None. PokéTransfer or Dream World,Trade Required,Trade Required,Transfer required,Transfer required,Evolve Mudkip,Evolve Mudkip,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Brooklet Hill - Island Scan (Saturday),Brooklet Hill - Island Scan (Saturday),Transfer from Pokémon HOME or Trade with players with Expansion Pass,Transfer from Pokémon HOME or Trade with players with Expansion Pass,Evolve Mudkip,Evolve Mudkip,Not found in Legends Arceus
260,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Evolve Marshtomp,Evolve Marshtomp,Evolve Marshtomp,Trade from Ruby/Sapphire/Emerald,Trade from Ruby/Sapphire/Emerald,Transfer from GBA via Pal Park,Transfer from GBA via Pal Park,None - Pal Park from 3rd Gen,Evolve Marshtomp,Evolve Marshtomp,None. PokéTransfer or Dream World,None. PokéTransfer or Dream World,Trade Required,Trade Required,Transfer required,Transfer required,Evolve Marshtomp,Evolve Marshtomp,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Evolve Marshtomp,Evolve Marshtomp,Transfer from Pokémon HOME or Trade with players with Expansion Pass,Transfer from Pokémon HOME or Trade with players with Expansion Pass,Evolve Marshtomp,Evolve Marshtomp,Not found in Legends Arceus
261,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,"Routes 101, 102 & 103","Routes 101, 102 & 103","Routes 101, 102, 103, 104, 110, 116, 117, 120, 121 & 123, Petalburg Woods",Trade from Ruby/Sapphire/Emerald/XD,Trade from Ruby/Sapphire/Emerald/XD,Breed Mightyena,"Transfer from GBA Games, Trade with Diamond",Route 214 (PokeRadar),"Route 1, Route 1","Route 1, Route 1",Trade from White,Route 9 (Swarm),Trade Required,Trade Required,Breed Mightyena,Trade from X,"Route 101, Route 102","Route 101, Route 102",Transfer required,Transfer required,Transfer required,Transfer required,Not found in Sword,Not found in Shield,Grand Underground,Grand Underground,Not found in Legends Arceus
262,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Evolve Poochyena,Evolve Poochyena,"Routes 120, 121 & 123",Trade from Ruby/Sapphire/Emerald/XD,Trade from Ruby/Sapphire/Emerald/XD,Routes 214 & 215,"Transfer from GBA Games, Trade with Diamond",Evolve Poochyena,Trade from DPt,Trade from DPt,Trade from White,Evolve Poochyena,Trade Required,Trade Required,"Route 15 , Friend Safari","Trade from X , Friend Safari",Evolve Poochyena,Evolve Poochyena,Transfer required,Transfer required,Transfer required,Transfer required,Not found in Sword,Not found in Shield,"Route 214 , Route 215 , Grand Underground",Grand Underground,Not found in Legends Arceus
263,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,"Routes 101, 102, 103, 104, 110, 116, 117, 120, 121 & 123, Petalburg Woods","Routes 101, 102, 103, 104, 110, 116, 117, 120, 121 & 123, Petalburg Woods","Routes 101, 102, 103, 118 & 119",Trade from Ruby/Sapphire/Emerald,Trade from Ruby/Sapphire/Emerald,Swarm in Route 202,Swarm in Route 202,Route 202 - (Swarm),"Sprout Tower, Bell Tower, Burnt Tower , Safari Zone (Special Items)","Sprout Tower, Bell Tower, Burnt Tower , Safari Zone (Special Items)",None. PokéTransfer or Dream World,None. PokéTransfer or Dream World,Trade Required,Trade Required,Route 2,Route 2,"Route 101, Route 102, Route 103, Route 104","Route 101, Route 102, Route 103, Route 104",Transfer required,Transfer required,Transfer required,Transfer required,"Route 2 , Route 3 , Bridge Field , Giant's Cap , Stony Wilderness , Max Raid Battles: Bridge Field , Dusty Bowl , Giant's Mirror , Motostoke Riverbank , Stony Wilderness , West Lake Axewell","Route 2 , Route 3 , Bridge Field , Giant's Cap , Stony Wilderness , Max Raid Battles: Bridge Field , Dusty Bowl , Giant's Mirror , Motostoke Riverbank , Stony Wilderness , West Lake Axewell","Route 202 , Grand Underground","Route 202 , Grand Underground",Not found in Legends Arceus
264,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,"Routes 118, 119, 120, 121 & 123","Routes 118, 119, 120, 121 & 123",Routes 118 & 119,Trade from Ruby/Sapphire/Emerald,Trade from Ruby/Sapphire/Emerald,Evolve from Zigzagoon,Evolve from Zigzagoon,Evolve Zigzagoon,"Route 6, Route 9, Route 10, Route 13, Route 21, Route 22, Route 24, Route 25, Route 26, Route 27, Route 28, Route 30, Route 31, Route 32, Route 35, Route 42, Route 43, Route 44, Route 45, Route 47, Ruins of Alph, Mt. Silver , Safari Zone (Special Items)","Route 6, Route 9, Route 10, Route 13, Route 21, Route 22, Route 24, Route 25, Route 26, Route 27, Route 28, Route 30, Route 31, Route 32, Route 35, Route 42, Route 43, Route 44, Route 45, Route 47, Ruins of Alph, Mt. Silver , Safari Zone (Special Items)",None. PokéTransfer or Dream World,None. PokéTransfer or Dream World,Trade Required,Trade Required,Evolve Zigzagoon,Evolve Zigzagoon,"Route 118, Route 119, Route 120, Route 121","Route 118, Route 119, Route 120, Route 121",Transfer required,Transfer required,Transfer required,Transfer required,"Bridge Field , Giant's Cap , Max Raid Battles: Bridge Field , Dusty Bowl , Giant's Mirror , Motostoke Riverbank , Stony Wilderness , West Lake Axewell","Bridge Field , Giant's Cap , Max Raid Battles: Bridge Field , Dusty Bowl , Giant's Mirror , Motostoke Riverbank , Stony Wilderness , West Lake Axewell",Evolve Zigzagoon,Evolve Zigzagoon,Not found in Legends Arceus
265,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,"Routes 101, 102 & 104, Petalburg Woods","Routes 101, 102 & 104, Petalburg Woods","Routes 101, 102 & 104, Petalburg Woods",Trade from Ruby/Sapphire/Emerald,Trade from Ruby/Sapphire/Emerald,"Eterna Forest, Sweet Honey Trees","Eterna Forest, Sweet Honey Trees","Route 204, Route 205 North, Eterna Forest, Sweet Honey Trees","Routes 1, 2, 3, 4, 12, 13, 14, 15, 18, 21, 22, Pallet Town, Viridian City, Pewter City, Fuchsia City (Headbutt) , Bug Catching Contest","Routes 1, 2, 3, 4, 12, 13, 14, 15, 18, 21, 22, Pallet Town, Viridian City, Pewter City, Fuchsia City (Headbutt) , Bug Catching Contest",Trade from White,White Forest,Trade Required,Trade Required,Breed Beautifly/Dustox,Breed Beautifly/Dustox,"Route 101, Route 102, Route 104","Route 101, Route 102, Route 104",Transfer required,Transfer required,Transfer required,Transfer required,Not found in Sword,Not found in Shield,"Route 205 , Route 206 , Route 207 , Route 208 , Route 209 , Route 210 , Route 211 , Route 212 , Route 213 , Route 214 , Route 215 , Route 218 , Route 221 , Route 222 , Valley Windworks , Fuego Ironworks , Eterna Forest , Floaroma Meadow , Grand Underground","Route 205 , Route 206 , Route 207 , Route 208 , Route 209 , Route 210 , Route 211 , Route 212 , Route 213 , Route 214 , Route 215 , Route 218 , Route 221 , Route 222 , Valley Windworks , Fuego Ironworks , Eterna Forest , Floaroma Meadow , Grand Underground","Obsidian Fieldlands : Horseshoe Plains , Floaro Gardens , Heartwood or nearby , Obsidian Fieldlands : Massive Mass Outbreak"
266,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Petalburg Woods,Petalburg Woods,Petalburg Woods,Trade from Ruby/Sapphire/Emerald,Trade from Ruby/Sapphire/Emerald,"Eterna Forest, Sweet Honey Trees",Evolve from Wurmple,"Route 205 North, Eterna Forest",Bug Catching Contest,Bug Catching Contest,Trade from White,Evolve Wurmple,Trade Required,Trade Required,Evolve Wurmple,Evolve Wurmple,Petalburg Woods,Petalburg Woods,Transfer required,Transfer required,Transfer required,Transfer required,Not found in Sword,Not found in Shield,"Route 205 , Route 206 , Route 207 , Route 208 , Route 209 , Route 210 , Route 211 , Route 212 , Route 213 , Route 214 , Route 215 , Route 218 , Route 221 , Route 222 , Valley Windworks , Fuego Ironworks , Eterna Forest , Floaroma Meadow , Grand Underground",Evolve Wurmple,"Obsidian Fieldlands : Floaro Gardens , Heartwood or nearby , Obsidian Fieldlands : Massive Mass Outbreak"
267,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Evolve Silcoon,Evolve Silcoon,Evolve Silcoon,Trade from Ruby/Sapphire/Emerald,Trade from Ruby/Sapphire/Emerald,"Routes 224 & 230, Eterna Forest",Evolve from Silcoon,"Route 205 North, Route 224, Route 229, Eterna Forest",Bug Catching Contest,Bug Catching Contest,Trade from White,Evolve Silcoon,Trade Required,Trade Required,Friend Safari,Friend Safari,Evolve Silcoon,Evolve Silcoon,Transfer required,Transfer required,Transfer required,Transfer required,Not found in Sword,Not found in Shield,"Route 224 , Route 230 , Eterna Forest",Route 224,"Obsidian Fieldlands : Floaro Gardens , Heartwood , Grueling Grove or nearby , Cobalt Coastlands : Veilstone Cape or nearby , Obsidian Fieldlands : Massive Mass Outbreak"
268,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Petalburg Woods,Petalburg Woods,Petalburg Woods,Trade from Ruby/Sapphire/Emerald,Trade from Ruby/Sapphire/Emerald,Evolve from Wurmple,"Eterna Forest, Sweet Honey Trees","Route 205 North, Eterna Forest",Bug Catching Contest,Bug Catching Contest,Trade from White,Evolve Wurmple,Trade Required,Trade Required,Friend Safari,Friend Safari,Petalburg Woods,Petalburg Woods,Transfer required,Transfer required,Transfer required,Transfer required,Not found in Sword,Not found in Shield,Evolve Wurmple,"Route 205 , Route 206 , Route 207 , Route 208 , Route 209 , Route 210 , Route 211 , Route 212 , Route 213 , Route 214 , Route 215 , Route 218 , Route 221 , Route 222 , Valley Windworks , Fuego Ironworks , Eterna Forest , Grand Underground","Obsidian Fieldlands : Floaro Gardens , Heartwood or nearby , Obsidian Fieldlands : Massive Mass Outbreak"
269,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Evolve Cascoon,Evolve Cascoon,Evolve Cascoon,Trade from Ruby/Sapphire/Emerald,Trade from Ruby/Sapphire/Emerald,Evolve from Cascoon,"Routes 224 & 230, Eterna Forest","Route 205 North, Route 224, Route 229, Eterna Forest",Bug Catching Contest,Bug Catching Contest,Trade from White,Evolve Silcoon,Trade Required,Trade Required,Evolve Cascoon,Evolve Cascoon,Evolve Cascoon,Evolve Cascoon,Transfer required,Transfer required,Transfer required,Transfer required,Not found in Sword,Not found in Shield,Evolve Cascoon,"Route 230 , Eterna Forest","Obsidian Fieldlands : Floaro Gardens , Heartwood , Grueling Grove or nearby , Cobalt Coastlands : Veilstone Cape or nearby , Obsidian Fieldlands : Massive Mass Outbreak"
270,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Trade from Sapphire/Emerald,Routes 102 & 114,Routes 102 & 114,Trade from Sapphire/Emerald,Trade from Sapphire/Emerald,"Route 203, Route 204, Route 205-North, Route 212-South Sapphire Inserted into DS","Route 203, Route 204, Route 205-North, Route 212-South Sapphire Inserted into DS","Route 203, Route 204, Route 210 South, Eterna Forest (Sapphire Inserted)",Safari Zone (Special Items),Safari Zone (Special Items),Trade from White,White Forest,Breed Lotad,Breed Lotad,Breed Lombre,Breed Lombre,Trade from Alpha Sapphire,Route 102,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Breed Lombre,Breed Lombre,Trade from Shield,"Route 2 , Dappled Grove , Rolling Fields , West Lake Axewell , Max Raid Battles: Bridge Field , Dappled Grove , Stony Wilderness",Trade from Pokémon Shining Pearl,Grand Underground,Not found in Legends Arceus
271,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Trade from Sapphire/Emerald,Route  114,Route 114,Trade from Sapphire/Emerald,Trade from Sapphire/Emerald,Routes 212-South & 229 Sapphire Inserted into DS,Routes 212-South &  229 Sapphire Inserted into DS,"Route 210 South, Route 229 (Sapphire Inserted)",Evolve Lotad,Evolve Lotad,Trade from White,Evolve Lotad,Hidden Grotto - Route 3,Hidden Grotto - Route 3,"Route 15, Route 16, Route 21, Pokémon Village","Route 15, Route 16, Route 21, Pokémon Village",Trade from Alpha Sapphire,Route 114,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Ultra Space Wilds,Ultra Space Wilds,Trade from Shield,"Route 5 , Dappled Grove , Giant's Cap , Giant's Seat , South Lake Miloch , Max Raid Battles: Bridge Field , Dappled Grove , Stony Wilderness",Trade from Pokémon Shining Pearl,Grand Underground,Not found in Legends Arceus
272,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Trade from Sapphire/Emerald,Evolve Lombre,Evolve Lombre,Trade from Sapphire/Emerald,Trade from Sapphire/Emerald,Evolve from Lombre,Evolve from Lombre,Evolve Lombre,Evolve Lombre,Evolve Lombre,Trade from White,Evolve Lombre,Evolve Lombre,Evolve Lombre,Evolve Lombre,Evolve Lombre,Trade from Alpha Sapphire,Evolve Lombre,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Evolve Lombre,Evolve Lombre,Trade from Shield,"Dappled Grove , Max Raid Battles: Bridge Field , Dappled Grove , Stony Wilderness",Trade from Pokémon Shining Pearl,Evolve Lombre,Not found in Legends Arceus
273,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Routes 102 & 114,Trade from Ruby/Emerald/XD,"Routes 102, 117 & 120",Trade from Ruby/Emerald/XD,Trade from Ruby/Emerald/XD,"Eterna Forest, Route 203, Route 204 Ruby Inserted into DS","Eterna Forest, Route 203, Route 204 Ruby Inserted into DS","Route 203, Route 204, Route 205 North, Route 212 South (Ruby Inserted)","Viridian Forest (Headbutt) , Safari Zone (With Blocks After Levelled Up)","Viridian Forest (Headbutt) , Safari Zone (With Blocks After Levelled Up)",Trade from White,White Forest,Breed Nuzleaf,Breed Nuzleaf,Breed Nuzleaf/Shiftry,Breed Nuzleaf/Shiftry,Route 102,Trade from Omega Ruby,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Breed Nuzleaf,Breed Nuzleaf,"Route 2 , Dappled Grove , West Lake Axewell , Max Raid Battles: Bridge Field , Dappled Grove , Stony Wilderness",Trade from Sword,Grand Underground,Trade from Pokémon Brilliant Diamond,Not found in Legends Arceus
274,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Route 114,Trade from Ruby/Emerald/XD,Route 114,Trade from Ruby/Emerald/XD,Trade from Ruby/Emerald/XD,Route 229 Ruby Inserted into DS,Route 229 Ruby Inserted into DS,"Route 212 South, Route 229 (Ruby Inserted)",Safari Zone (Special Items),Safari Zone (Special Items),Trade from White,Evolve Seedot,Nature Preserve,Nature Preserve,Friend Safari,Friend Safari,Route 114,Trade from Omega Ruby,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Ultra Space Wilds,Ultra Space Wilds,"Route 5 , Dappled Grove , Giant's Cap , Giant's Seat , Rolling Fields , South Lake Miloch , Max Raid Battles: Bridge Field , Dappled Grove , Stony Wilderness",Trade from Sword,Grand Underground,Trade from Pokémon Brilliant Diamond,Not found in Legends Arceus
