pokedex_number,name,generation,classification,abilities,height_m,weight_kg,type1,type2,base_total,hp,attack,defense,sp_attack,sp_defense,speed,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fighting,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,capture_rate,base_egg_steps,base_happiness,is_legendary,is_mythical,is_mega
461,Weavile,4,Sharp Claw Pokemon,"['Pressure', 'Pickpocket']",1.1,34,Dark,Ice,510,70,120,65,45,85,125,2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,45,"5,140",35,0,0,0
462,Magnezone,4,Magnet Area Pokemon,"['Magnet Pull', 'Sturdy', 'Analytic']",1.2,180,Electric,Steel,535,70,70,115,130,90,60,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,30,"5,140",70,0,0,0
463,Lickilicky,4,Licking Pokemon,"['Own Tempo', 'Oblivious', 'Cloud Nine']",1.7,140,Normal,None,515,110,85,95,80,95,50,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,30,"5,140",70,0,0,0
464,Rhyperior,4,Drill Pokemon,"['Lightning Rod', 'Solid Rock', 'Reckless']",2.4,282.8,Ground,Rock,535,115,140,130,55,55,40,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,30,"5,140",70,0,0,0
465,Tangrowth,4,Vine Pokemon,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2,128.6,Grass,None,535,100,100,125,110,50,50,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,30,"5,140",70,0,0,0
466,Electivire,4,Thunderbolt Pokemon,"['Motor Drive', 'Vital Spirit']",1.8,138.6,Electric,None,540,75,123,67,95,85,95,1,1,1,0,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,30,"6,425",70,0,0,0
467,Magmortar,4,Blast Pokemon,"['Flame Body', 'Vital Spirit']",1.6,68,Fire,None,540,75,95,67,125,95,83,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,30,"6,425",70,0,0,0
468,Togekiss,4,Jubilee Pokemon,"['Hustle', 'Serene Grace', 'Super Luck']",1.5,38,Fairy,Flying,545,85,50,95,120,115,80,0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,30,"2,570",70,0,0,0
469,Yanmega,4,Ogre Darner Pokemon,"['Speed Boost', 'Tinted Lens', 'Frisk']",1.9,51.5,Bug,Flying,515,86,76,86,116,56,95,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,30,"5,140",70,0,0,0
470,Leafeon,4,Verdant Pokemon,"['Leaf Guard', 'Chlorophyll']",1,25.5,Grass,None,525,65,110,130,60,65,95,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,"8,995",35,0,0,0
471,Glaceon,4,Fresh Snow Pokemon,"['Snow Cloak', 'Ice Body']",0.8,25.9,Ice,None,525,65,60,110,130,95,65,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,45,"8,995",35,0,0,0
472,Gliscor,4,Fang Scorp Pokemon,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",2,42.5,Ground,Flying,510,75,95,125,45,75,95,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,30,"5,140",70,0,0,0
473,Mamoswine,4,Twin Tusk Pokemon,"['Oblivious', 'Snow Cloak', 'Thick Fat']",2.5,291,Ice,Ground,530,110,130,80,70,60,80,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,50,"5,140",70,0,0,0
474,Porygon-Z,4,Virtual Pokemon,"['Adaptability', 'Download', 'Analytic']",0.9,34,Normal,None,535,85,80,70,135,75,90,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,30,"5,140",70,0,0,0
475,Gallade,4,Blade Pokemon,"['Steadfast', 'Justified']",1.6,52,Psychic,Fighting,518,68,125,65,65,115,80,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,45,"5,140",35,0,0,0
475,Mega Gallade,4,Blade Pokemon,['Inner Focus'],1.6,56.4,Psychic,Fighting,618,68,165,95,65,115,110,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,45,"5,140",35,0,0,1
476,Probopass,4,Compass Pokemon,"['Sturdy', 'Magnet Pull', 'Sand Force']",1.4,340,Rock,Steel,525,60,55,145,75,150,40,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,60,"5,140",70,0,0,0
477,Dusknoir,4,Gripper Pokemon,"['Pressure', 'Frisk']",2.2,106.6,Ghost,None,525,45,100,135,65,135,45,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,45,"6,425",35,0,0,0
478,Froslass,4,Snow Land Pokemon,"['Snow Cloak', 'Cursed Body']",1.3,26.6,Ice,Ghost,480,70,80,70,80,70,110,0.5,2,1,1,1,0,2,1,2,1,1,0.5,0,0.5,1,2,2,1,75,"5,140",70,0,0,0
479,Rotom,4,Plasma Pokemon,['Levitate'],0.3,0.3,Electric,Ghost,440,50,50,77,95,77,91,0.5,2,1,0.5,1,0,1,0.5,2,1,0,1,0,0.5,1,1,0.5,1,45,"5,140",70,0,0,0
479,Heat Rotom,4,Plasma Pokemon,['Levitate'],0.3,0.3,Electric,Fire,520,50,65,107,105,107,86,0.5,1,1,0.5,0.5,1,0.5,0.5,1,0.5,0,0.5,1,1,1,2,0.25,2,45,"5,140",70,0,0,0
479,Wash Rotom,4,Plasma Pokemon,['Levitate'],0.3,0.3,Electric,Water,520,50,65,107,105,107,86,1,1,1,1,1,1,0.5,0.5,1,2,0,0.5,1,1,1,1,0.25,0.5,45,"5,140",70,0,0,0
479,Frost Rotom,4,Plasma Pokemon,['Levitate'],0.3,0.3,Electric,Ice,520,50,65,107,105,107,86,1,1,1,0.5,1,2,2,0.5,1,1,0,0.5,1,1,1,2,1,1,45,"5,140",70,0,0,0
479,Fan Rotom,4,Plasma Pokemon,['Levitate'],0.3,0.3,Electric,Flying,520,50,65,107,105,107,86,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,45,"5,140",70,0,0,0
479,Mow Rotom,4,Plasma Pokemon,['Levitate'],0.3,0.3,Electric,Grass,520,50,65,107,105,107,86,2,1,1,0.25,1,1,2,1,1,0.5,0,2,1,2,1,1,0.5,0.5,45,"5,140",70,0,0,0
480,Uxie,4,Knowledge Pokemon,['Levitate'],0.3,0.3,Psychic,None,580,75,75,130,75,130,95,2,2,1,1,1,0.5,1,1,2,1,0,1,1,1,0.5,1,1,1,3,"20,560",140,1,0,0
481,Mesprit,4,Emotion Pokemon,['Levitate'],0.3,0.3,Psychic,None,580,80,105,105,105,105,80,2,2,1,1,1,0.5,1,1,2,1,0,1,1,1,0.5,1,1,1,3,"20,560",140,1,0,0
482,Azelf,4,Willpower Pokemon,['Levitate'],0.3,0.3,Psychic,None,580,75,125,70,125,70,115,2,2,1,1,1,0.5,1,1,2,1,0,1,1,1,0.5,1,1,1,3,"20,560",140,1,0,0
483,Dialga,4,Temporal Pokemon,"['Pressure', 'Telepathy']",5.4,683,Steel,Dragon,680,100,120,120,150,100,90,0.5,1,1,0.5,1,2,1,0.5,1,0.25,2,1,0.5,0,0.5,0.5,0.5,0.5,3,"30,840",0,1,0,0
484,Palkia,4,Spatial Pokemon,"['Pressure', 'Telepathy']",4.2,336,Water,Dragon,680,90,120,100,150,120,100,1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,3,"30,840",0,1,0,0
485,Heatran,4,Lava Dome Pokemon,"['Flash Fire', 'Flame Body']",1.7,430,Fire,Steel,600,91,90,106,130,106,77,0.25,1,0.5,1,0.25,2,0,0.5,1,0.25,4,0.25,0.5,0,0.5,1,0.25,2,3,"2,570",100,1,0,0
486,Regigigas,4,Colossal Pokemon,['Slow Start'],3.7,420,Normal,None,670,110,160,110,80,110,100,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3,"30,840",0,1,0,0
487,Giratina,4,Renegade Pokemon,"['Pressure', 'Telepathy']",4.5,750,Ghost,Dragon,680,150,100,120,100,120,90,0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5,3,"30,840",0,1,0,0
487,Giratina,4,Renegade Pokemon,['Levitate'],6.9,650,Ghost,Dragon,680,150,120,100,120,100,90,0.5,2,2,0.5,2,0,0.5,1,2,0.5,0,2,0,0.5,1,1,1,0.5,3,"30,840",0,1,0,0
488,Cresselia,4,Lunar Pokemon,['Levitate'],1.5,85.6,Psychic,None,600,120,70,120,75,130,85,2,2,1,1,1,0.5,1,1,2,1,0,1,1,1,0.5,1,1,1,3,"30,840",100,1,0,0
489,Phione,4,Sea Drifter Pokemon,['Hydration'],0.4,3.1,Water,None,480,80,80,80,80,80,80,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,30,"10,280",70,0,1,0
490,Manaphy,4,Seafaring Pokemon,['Hydration'],0.3,1.4,Water,None,600,100,100,100,100,100,100,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,3,"2,570",70,0,1,0
491,Darkrai,4,Pitch-Black Pokemon,['Bad Dreams'],1.5,50.5,Dark,None,600,70,90,90,135,90,125,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,3,"30,840",0,0,1,0
492,Shaymin,4,Gratitude Pokemon,['Natural Cure'],0.2,2.1,Grass,None,600,100,100,100,100,100,100,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,"30,840",100,0,1,0
492,Shaymin,4,Gratitude Pokemon,['Serene Grace'],0.4,5.2,Grass,Flying,600,100,103,75,120,75,127,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,45,"30,840",100,0,1,0
493,Arceus,4,Alpha Pokemon,['Multitype'],3.2,320,Normal,None,720,120,120,120,120,120,120,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3,"30,840",0,0,1,0
494,Victini,5,Victory Pokemon,['Victory Star'],0.4,4,Psychic,Fire,600,100,100,100,100,100,100,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,3,"30,840",100,0,1,0
495,Snivy,5,Grass Snake Pokemon,"['Overgrow', 'Contrary']",0.6,8.1,Grass,None,308,45,45,55,45,55,63,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,"5,140",70,0,0,0
496,Servine,5,Grass Snake Pokemon,"['Overgrow', 'Contrary']",0.8,16,Grass,None,413,60,60,75,60,75,83,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,"5,140",70,0,0,0
497,Serperior,5,Regal Pokemon,"['Overgrow', 'Contrary']",3.3,63,Grass,None,528,75,75,95,75,95,113,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,"5,140",70,0,0,0
498,Tepig,5,Fire Pig Pokemon,"['Blaze', 'Thick Fat']",0.5,9.9,Fire,None,308,65,63,45,45,45,45,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,45,"5,140",70,0,0,0
499,Pignite,5,Fire Pig Pokemon,"['Blaze', 'Thick Fat']",1,55.5,Fire,Fighting,418,90,93,55,70,55,55,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,45,"5,140",70,0,0,0
500,Emboar,5,Mega Fire Pig Pokemon,"['Blaze', 'Reckless']",1.6,150,Fire,Fighting,528,110,123,65,100,65,65,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,45,"5,140",70,0,0,0
501,Oshawott,5,Sea Otter Pokemon,"['Torrent', 'Shell Armor']",0.5,5.9,Water,None,308,55,55,45,63,45,45,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,"5,140",70,0,0,0
502,Dewott,5,Discipline Pokemon,"['Torrent', 'Shell Armor']",0.8,24.5,Water,None,413,75,75,60,83,60,60,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,"5,140",70,0,0,0
503,Samurott,5,Formidable Pokemon,"['Torrent', 'Shell Armor']",1.5,94.6,Water,None,528,95,100,85,108,70,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,"5,140",70,0,0,0
504,Patrat,5,Scout Pokemon,"['Run Away', 'Keen Eye', 'Analytic']",0.5,11.6,Normal,None,255,45,55,39,35,39,42,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,255,"3,855",70,0,0,0
505,Watchog,5,Lookout Pokemon,"['Illuminate', 'Keen Eye', 'Analytic']",1.1,27,Normal,None,420,60,85,69,60,69,77,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,255,"5,140",70,0,0,0
506,Lillipup,5,Puppy Pokemon,"['Vital Spirit', 'Pickup', 'Run Away']",0.4,4.1,Normal,None,275,45,60,45,25,45,55,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,255,"3,855",70,0,0,0
507,Herdier,5,Loyal Dog Pokemon,"['Intimidate', 'Sand Rush', 'Scrappy']",0.9,14.7,Normal,None,370,65,80,65,35,65,60,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,120,"3,855",70,0,0,0
508,Stoutland,5,Big-Hearted Pokemon,"['Intimidate', 'Sand Rush', 'Scrappy']",1.2,61,Normal,None,500,85,110,90,45,90,80,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,"3,855",70,0,0,0
509,Purrloin,5,Devious Pokemon,"['Limber', 'Unburden', 'Prankster']",0.4,10.1,Dark,None,281,41,50,37,50,37,66,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,255,"5,140",70,0,0,0
510,Liepard,5,Cruel Pokemon,"['Limber', 'Unburden', 'Prankster']",1.1,37.5,Dark,None,446,64,88,50,88,50,106,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,90,"5,140",70,0,0,0
511,Pansage,5,Grass Monkey Pokemon,"['Gluttony', 'Overgrow']",0.6,10.5,Grass,None,316,50,53,48,53,48,64,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,190,"5,140",70,0,0,0
512,Simisage,5,Thorn Monkey Pokemon,"['Gluttony', 'Overgrow']",1.1,30.5,Grass,None,498,75,98,63,98,63,101,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,75,"5,140",70,0,0,0
513,Pansear,5,High Temp Pokemon,"['Gluttony', 'Blaze']",0.6,11,Fire,None,316,50,53,48,53,48,64,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,190,"5,140",70,0,0,0
514,Simisear,5,Ember Pokemon,"['Gluttony', 'Blaze']",1,28,Fire,None,498,75,98,63,98,63,101,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,75,"5,140",70,0,0,0
515,Panpour,5,Spray Pokemon,"['Gluttony', 'Torrent']",0.6,13.5,Water,None,316,50,53,48,53,48,64,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,190,"5,140",70,0,0,0
516,Simipour,5,Geyser Pokemon,"['Gluttony', 'Torrent']",1,29,Water,None,498,75,98,63,98,63,101,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,"5,140",70,0,0,0
517,Munna,5,Dream Eater Pokemon,"['Forewarn', 'Synchronize', 'Telepathy']",0.6,23.3,Psychic,None,292,76,25,45,67,55,24,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,190,"2,570",70,0,0,0
518,Musharna,5,Drowsing Pokemon,"['Forewarn', 'Synchronize', 'Telepathy']",1.1,60.5,Psychic,None,487,116,55,85,107,95,29,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,75,"2,570",70,0,0,0
519,Pidove,5,Tiny Pigeon Pokemon,"['Big Pecks', 'Super Luck', 'Rivalry']",0.3,2.1,Normal,Flying,264,50,55,50,36,30,43,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,255,"3,855",70,0,0,0
520,Tranquill,5,Wild Pigeon Pokemon,"['Big Pecks', 'Super Luck', 'Rivalry']",0.6,15,Normal,Flying,358,62,77,62,50,42,65,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,120,"3,855",70,0,0,0
521,Unfezant,5,Proud Pokemon,"['Big Pecks', 'Super Luck', 'Rivalry']",1.2,29,Normal,Flying,488,80,115,80,65,55,93,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,45,"3,855",70,0,0,0
522,Blitzle,5,Electrified Pokemon,"['Lightning Rod', 'Motor Drive', 'Sap Sipper']",0.8,29.8,Electric,None,295,45,60,32,50,32,76,1,1,1,0,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,190,"5,140",70,0,0,0
523,Zebstrika,5,Thunderbolt Pokemon,"['Lightning Rod', 'Motor Drive', 'Sap Sipper']",1.6,79.5,Electric,None,497,75,100,63,80,63,116,1,1,1,0,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,75,"5,140",70,0,0,0
524,Roggenrola,5,Mantle Pokemon,"['Sturdy', 'Weak Armor', 'Sand Force']",0.4,18,Rock,None,280,55,75,85,25,25,15,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,255,"3,855",70,0,0,0
525,Boldore,5,Ore Pokemon,"['Sturdy', 'Weak Armor', 'Sand Force']",0.9,102,Rock,None,390,70,105,105,50,40,20,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,120,"3,855",70,0,0,0
526,Gigalith,5,Compressed Pokemon,"['Sturdy', 'Sand Stream', 'Sand Force']",1.7,260,Rock,None,515,85,135,130,60,80,25,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,45,"3,855",70,0,0,0
527,Woobat,5,Bat Pokemon,"['Unaware', 'Klutz', 'Simple']",0.4,2.1,Psychic,Flying,323,65,45,43,55,43,72,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,190,"3,855",70,0,0,0
528,Swoobat,5,Courting Pokemon,"['Unaware', 'Klutz', 'Simple']",0.9,10.5,Psychic,Flying,425,67,57,55,77,55,114,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,45,"3,855",70,0,0,0
529,Drilbur,5,Mole Pokemon,"['Sand Rush', 'Sand Force', 'Mold Breaker']",0.3,8.5,Ground,None,328,60,85,40,30,45,68,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,120,"5,140",70,0,0,0
530,Excadrill,5,Subterrene Pokemon,"['Sand Rush', 'Sand Force', 'Mold Breaker']",0.7,40.4,Ground,Steel,508,110,135,60,50,65,88,0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,60,"5,140",70,0,0,0
531,Audino,5,Hearing Pokemon,"['Healer', 'Regenerator', 'Klutz']",1.1,31,Normal,None,445,103,60,86,60,86,50,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,255,"5,140",70,0,0,0
531,Mega Audino,5,Hearing Pokemon,['Healer'],1.5,32,Normal,Fairy,545,103,60,126,80,126,50,0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,255,"5,140",70,0,0,1
532,Timburr,5,Muscular Pokemon,"['Guts', 'Sheer Force', 'Iron Fist']",0.6,12.5,Fighting,None,305,75,80,55,25,35,35,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,180,"5,140",70,0,0,0
533,Gurdurr,5,Muscular Pokemon,"['Guts', 'Sheer Force', 'Iron Fist']",1.2,40,Fighting,None,405,85,105,85,40,50,40,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,90,"5,140",70,0,0,0
534,Conkeldurr,5,Muscular Pokemon,"['Guts', 'Sheer Force', 'Iron Fist']",1.4,87,Fighting,None,505,105,140,95,55,65,45,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,45,"5,140",70,0,0,0
535,Tympole,5,Tadpole Pokemon,"['Swift Swim', 'Hydration', 'Water Absorb']",0.5,4.5,Water,None,294,50,50,40,50,40,64,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,255,"5,140",70,0,0,0
536,Palpitoad,5,Vibration Pokemon,"['Swift Swim', 'Hydration', 'Water Absorb']",0.8,17,Water,Ground,384,75,65,55,65,55,69,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,120,"5,140",70,0,0,0
537,Seismitoad,5,Vibration Pokemon,"['Swift Swim', 'Poison Touch', 'Water Absorb']",1.5,62,Water,Ground,509,105,95,75,85,75,74,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,45,"5,140",70,0,0,0
538,Throh,5,Judo Pokemon,"['Guts', 'Inner Focus', 'Mold Breaker']",1.3,55.5,Fighting,None,465,120,100,85,30,85,45,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,45,"5,140",70,0,0,0
539,Sawk,5,Karate Pokemon,"['Sturdy', 'Inner Focus', 'Mold Breaker']",1.4,51,Fighting,None,465,75,125,75,30,75,85,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,45,"5,140",70,0,0,0
540,Sewaddle,5,Sewing Pokemon,"['Swarm', 'Chlorophyll', 'Overcoat']",0.3,2.5,Bug,Grass,310,45,53,70,40,60,42,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,255,"3,855",70,0,0,0
541,Swadloon,5,Leaf-Wrapped Pokemon,"['Leaf Guard', 'Chlorophyll', 'Overcoat']",0.5,7.3,Bug,Grass,380,55,63,90,50,80,42,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,120,"3,855",70,0,0,0
542,Leavanny,5,Nurturing Pokemon,"['Swarm', 'Chlorophyll', 'Overcoat']",1.2,20.5,Bug,Grass,500,75,103,80,70,80,92,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,45,"3,855",70,0,0,0
543,Venipede,5,Centipede Pokemon,"['Poison Point', 'Swarm', 'Speed Boost']",0.4,5.3,Bug,Poison,260,30,45,59,30,39,57,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,255,"3,855",70,0,0,0
544,Whirlipede,5,Curlipede Pokemon,"['Poison Point', 'Swarm', 'Speed Boost']",1.2,58.5,Bug,Poison,360,40,55,99,40,79,47,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,120,"3,855",70,0,0,0
545,Scolipede,5,Megapede Pokemon,"['Poison Point', 'Swarm', 'Speed Boost']",2.5,200.5,Bug,Poison,485,60,100,89,55,69,112,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,45,"5,140",70,0,0,0
546,Cottonee,5,Cotton Puff Pokemon,"['Prankster', 'Infiltrator', 'Chlorophyll']",0.3,0.6,Grass,Fairy,280,40,27,60,37,50,66,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,190,"5,140",70,0,0,0
547,Whimsicott,5,Windveiled Pokemon,"['Prankster', 'Infiltrator', 'Chlorophyll']",0.7,6.6,Grass,Fairy,480,60,67,85,77,75,116,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,75,"5,140",70,0,0,0
548,Petilil,5,Bulb Pokemon,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",0.5,6.6,Grass,None,280,45,35,50,70,50,30,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,190,"5,140",70,0,0,0
549,Lilligant,5,Flowering Pokemon,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",1.1,16.3,Grass,None,480,70,60,75,110,75,90,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,75,"5,140",70,0,0,0
550,Basculin,5,Hostile Pokemon,"['Reckless', 'Adaptability', 'Mold Breaker']",1,18,Water,None,460,70,92,65,80,55,98,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,25,"10,280",70,0,0,0
550,Basculin,5,Hostile Pokemon,"['Rock Head', 'Adaptability', 'Mold Breaker']",1,18,Water,None,460,70,92,65,80,55,98,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,25,"10,280",70,0,0,0
551,Sandile,5,Desert Croc Pokemon,"['Intimidate', 'Moxie', 'Anger Point']",0.7,15.2,Ground,Dark,292,50,72,35,35,35,65,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,180,"5,140",70,0,0,0
552,Krokorok,5,Desert Croc Pokemon,"['Intimidate', 'Moxie', 'Anger Point']",1,33.4,Ground,Dark,351,60,82,45,45,45,74,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,90,"5,140",70,0,0,0
553,Krookodile,5,Intimidation Pokemon,"['Intimidate', 'Moxie', 'Anger Point']",1.5,96.3,Ground,Dark,519,95,117,80,65,70,92,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,45,"5,140",70,0,0,0
554,Darumaka,5,Zen Charm Pokemon,"['Hustle', 'Inner Focus']",0.6,37.5,Fire,None,315,70,90,45,15,45,50,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,120,"5,140",70,0,0,0
554,Galarian Darumaka,5,Zen Charm Pokemon,"['Hustle', 'Inner Focus']",0.7,40,Ice,None,315,70,90,45,15,45,50,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1, ,"5,140",70,0,0,0
555,Darmanitan,5,Blazing Pokemon,"['Sheer Force', 'Standard Mode']",1.3,92.9,Fire,None,480,105,140,55,30,55,95,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,60,"5,140",70,0,0,0
555,Darmanitan Zen Mode,5,Blazing Pokemon,"['Sheer Force', 'Zen Mode']",1.3,92.9,Fire,Psychic,540,105,30,105,140,105,55,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,60,"5,140",70,0,0,0
555,Galarian Darmanitan,5,Zen Charm Pokemon,"['Gorilla Tactics', 'Zen Mode']",1.7,120,Ice,None,480,105,140,55,30,55,95,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,60,"5,140",70,0,0,0
